actor,gross,budget,profit_ratio
Michael Gambon,7739049,1.8e+07,0.429947166666667
Trey Parker,32774834,3e+07,1.09249446666667
Matt Stone,32774834,3e+07,1.09249446666667
Elle Russ,32774834,3e+07,1.09249446666667
Chris O'Donnell,53790363,9.6e+07,0.56031628125
Jeffrey Tambor,85770077,3e+07,2.85900256666667
Rodger Bumpass,85416609,3e+07,2.8472203
Carolyn Lawrence,85416609,3e+07,2.8472203
William Hurt,115081328,81334683.9546191,1.41491086464675
Chris Coppola,665426,1.65e+08,0.00403288484848485
Michael Jeter,665426,1.65e+08,0.00403288484848485
Jon Heder,238206843,144400000,1.6496318767313
Efren Ramirez,44540956,4e+05,111.35239
Jon Gries,44540956,9e+05,49.4899511111111
Shawn Wayans,153020076,1.26e+08,1.21444504761905
Busy Philipps,69148997,3.7e+07,1.86889181081081
Morgan Spurlock,12130280,6065000,2.00004616652927
Daryl Isaacs,11529368,65000,177.374892307692
Chemeeka Walker,11529368,65000,177.374892307692
Stephen Tobolowsky,75367693,3.5e+07,2.15336265714286
Chiwetel Ejiofor,626462897,637500000,0.982686897254902
Sienna Guillory,210461303,2.75e+08,0.765313829090909
Irma P. Hall,39692139,3.5e+07,1.13406111428571
John Cho,91346290,42500000,2.14932447058824
Kal Penn,158222431,6e+07,2.63704051666667
Ethan Embry,18284544,15200000,1.20293052631579
Patrick Wilson,561439081,346450000,1.62054865348535
Doug Jones,134789774,1.51e+08,0.892647509933775
Romola Garai,30264066,4.8e+07,0.630501375
Sela Ward,98186759,9.5e+07,1.03354483157895
Jon Foster,26994128,9e+06,2.99934755555556
Sienna Miller,429377949,215800000,1.98970319277108
Topher Grace,458090145,384500000,1.19139179453836
Jonathan Bennett,86049418,25400000,3.38777236220472
Dallas Roberts,1029017,56500000,0.0182126902654867
Blythe Danner,347120589,1.05e+08,3.30591037142857
Callum Blue,95149435,5e+07,1.9029887
Samantha Mathis,37224661,7.4e+07,0.503035959459459
Judy Greer,163041147,167500000,0.973379982089552
Paz Vega,42179460,8e+07,0.52724325
Stephen Dillane,68078086,129200000,0.526920170278638
Keira Knightley,1200642682,1.11e+09,1.08166007387387
Ryan Kelley,603943,5e+05,1.207886
Scott Mechlowicz,2715251,20500000,0.132451268292683
Jacinda Barrett,103940701,9.5e+07,1.09411264210526
Reese Witherspoon,764244375,709500000,1.07715909090909
James Purefoy,16123851,3.3e+07,0.488601545454545
Chris Evans,1943973462,1222200000,1.59055266077565
Bette Midler,184051568,203500000,0.90443030958231
Steve Carell,2427639790,1.045e+09,2.32310027751196
Cameron Bright,55154047,73500000,0.750395197278912
Lauren Bacall,5083060,3e+07,0.169435333333333
Debra Messing,187192604,1.27e+08,1.47395751181102
Matthew Goode,41990946,1.26e+08,0.333261476190476
Cary Elwes,22943461,3.7e+07,0.620093540540541
Lynn Collins,80637503,3.03e+08,0.266130372937294
Woody Harrelson,342422485,406900000,0.841539653477513
Rebecca De Mornay,10411980,3.7e+07,0.281404864864865
Jasper Johal,381225,2e+05,1.906125
Justin Davis,381225,2e+05,1.906125
Swami Krishnanad,381225,2e+05,1.906125
Emilio Echevarría,22406362,1.07e+08,0.209405252336449
KaDee Strickland,31526393,2.5e+07,1.26105572
Eugene Byrd,31526393,2.5e+07,1.26105572
James D'Arcy,41814863,5e+07,0.83629726
Chad Michael Murray,51431160,26800000,1.91907313432836
Jennifer Coolidge,190413163,8e+07,2.3801645375
Steve Coogan,157732098,2.32e+08,0.679879732758621
Jim Broadbent,70444650,2.1e+08,0.335450714285714
Brad Dourif,34175380,3.1e+07,1.10243161290323
John Waters,34032380,2.4e+07,1.41801583333333
Christopher Kovaleski,66641205,4.2e+07,1.58669535714286
Damien Nguyen,442612,6e+06,0.0737686666666667
Bai Ling,442612,6e+06,0.0737686666666667
Dang Quoc Thinh Tran,442612,6e+06,0.0737686666666667
Charles Jang,66892,3000,22.2973333333333
Jeng-Hua Yu,66892,3000,22.2973333333333
Wang-Thye Lee,66892,3000,22.2973333333333
Ashley Scott,58092976,7.8e+07,0.744781743589744
Megan Fox,967754147,5.53e+08,1.75000749909584
Omar Sharif,67286731,1e+08,0.67286731
Zuleikha Robinson,67286731,1e+08,0.67286731
Sarah Silverman,269924,8095000,0.0333445336627548
Omarion Grandberry,88181053,3.4e+07,2.59356038235294
Raz B,40066497,8e+06,5.008312125
Jimmy Fallon,115291001,8e+07,1.4411375125
Gisele Bündchen,73219932,5e+07,1.46439864
Marc Blucas,11012826,34800000,0.316460517241379
Michael Keaton,619949439,3.31e+08,1.87295903021148
Ron Livingston,239725767,131500000,1.82300963498099
Laura Dern,79204378,4.1e+07,1.93181409756098
Peter Krause,2092447,6400000,0.32694484375
Sam Robards,16702864,1.8e+07,0.927936888888889
Jennifer Beals,16702864,1.8e+07,0.927936888888889
Jonathan Jackson,982852,5e+06,0.1965704
Barbara Hershey,83675938,1e+07,8.3675938
Ellen Barkin,1471870,12200000,0.120645081967213
Susan Ward,0,2800000,0
Katie Stuart,0,2800000,0
Leila Arcieri,0,2800000,0
Sara Foster,327801,31500000,0.010406380952381
Devon Aoki,581831,49500000,0.0117541616161616
Miranda Otto,40068198,1.1e+08,0.364256345454545
Michelle Williams,352719720,278700000,1.26558923573735
Billy Brown,0,7e+06,0
Richard Burgi,0,7e+06,0
Kelly Carlson,18843314,2.7e+07,0.697900518518519
Jamie Bell,257731047,4.02e+08,0.641122007462687
Monet Mazur,21176322,4e+07,0.52940805
Josh Duhamel,884317912,474900000,1.86211394398821
Christine Taylor,114324072,2.1e+07,5.44400342857143
Ray Romano,567760846,297500000,1.90843981848739
Hank Azaria,142684685,116500000,1.22476124463519
Nicki Aycox,0,18500000,0
Michael McMillian,71469,185000,0.386318918918919
Lea Coco,71469,885000,0.0807559322033898
Steve Fletcher,71469,185000,0.386318918918919
Jason Behr,111194836,1e+07,11.1194836
Rebecca Romijn,14334645,2.5e+07,0.5733858
Sara Botsford,0,5e+06,0
Billy Drago,0,5e+06,0
Robin Tunney,15801642,2.2e+07,0.718256454545455
Dennis Farina,15941410,30800000,0.517578246753247
Toni Collette,185201077,5.2e+07,3.56155917307692
Chris Isaak,1339668,1.5e+07,0.0893112
Keith David,147256454,1.3e+08,1.13274195384615
Jimmy Bennett,20916309,4e+07,0.522907725
Anthony Mackie,164272566,173300000,0.947908632429313
Bree Turner,102837233,3.8e+07,2.70624297368421
Jody Carter,0,50000,0
Jack Manning,0,50000,0
Andy Garcia,43800220,103700000,0.422374349083896
Agnes Bruckner,1047214,1.8e+07,0.0581785555555556
Mike Abraham,0,2e+05,0
Pete Auger,0,2e+05,0
Andrew Breitbart,0,2e+05,0
Brian Herzlinger,85222,1100,77.4745454545454
John August,85222,1100,77.4745454545454
Alexandra Ford,0,50000,0
Jim Grollman,0,50000,0
Shelby Janes,0,50000,0
Dan Aykroyd,212845900,2.4e+08,0.886857916666667
Helen Mirren,433529354,3.67e+08,1.18127889373297
Michael Ealy,181729398,142650000,1.27395301787592
Maura Tierney,14591773,2.6e+07,0.561222038461539
Kaley Cuoco,64460211,23900000,2.697079958159
Nick Carter,0,1900000,0
Annie Potts,0,11500000,0
Kenan Thompson,48114556,3.4e+07,1.415134
Kyla Pratt,48114556,3.2e+07,1.503579875
Marc Donato,0,6834683.95461912,0
Pascale Bussières,0,5834683.95461912,0
Sam Huntington,2377170,4e+07,0.05942925
Michael Rispoli,21800302,3e+07,0.726676733333333
Scott Baio,9109322,2e+07,0.4554661
Vanessa Angel,9109322,2e+07,0.4554661
Ida Nowakowska,0,2e+07,0
Agnieszka Wagner,0,2e+07,0
Katheryn Winnick,25918,1.1e+07,0.00235618181818182
James Le Gros,233856,6180000,0.0378407766990291
Dick Morris,0,5e+05,0
Zell Miller,0,5e+05,0
Ed Koch,0,5e+05,0
Kimberly Elise,88861402,20500000,4.33470253658537
Michael Boatman,6879730,989000,6.95624873609707
Jacqueline Obradors,2820939,2e+07,0.14104695
Stuart Wilson,0,2e+07,0
Tiffany Shepis,0,250000,0
Jordan Ladd,6174,5e+06,0.0012348
Dolph Lundgren,6848,47500000,0.000144168421052632
Fabian Carrillo,0,1500000,0
Gary Busey,0,1500000,0
Joshua Adams,0,7000,0
Gionni Carter,0,7000,0
Lyric Carter,0,7000,0
John Stetz,0,6000,0
Regan Thibodeau,0,6000,0
Misha Collins,0,5e+06,0
Bas Rutten,0,1e+06,0
Dana Lee,0,1e+06,0
Eleni Asimos,0,2500,0
Samuel Child,0,3002500,0
James Conolly,0,2500,0
Sarah Brightman,0,5e+06,0
Violet Brightman,0,5e+06,0
Shweta Shetty,0,5e+06,0
Felicity Huffman,28116831,3.1e+07,0.906994548387097
Victor Rasuk,11008432,2.9e+07,0.379601103448276
Owen Kline,7362100,1500000,4.90806666666667
Djimon Hounsou,230087822,3.76e+08,0.611935696808511
Taryn Manning,21835784,3e+07,0.727859466666667
Rick Gonzalez,67311868,3e+07,2.24372893333333
Robert Ri'chard,93951594,3e+07,3.1317198
Ellen Page,451281372,197450000,2.28554759179539
Julian Morris,10042266,1e+06,10.042266
Lindy Booth,10042266,1e+06,10.042266
Jared Padalecki,75039454,2e+07,3.7519727
Nicholas Hoult,297631115,4.42e+08,0.673373563348416
Ginnifer Goodwin,158544538,6.3e+07,2.51657996825397
Michelle Monaghan,683278845,6.63e+08,1.03058649321267
Conor Donovan,95687,4e+05,0.2392175
Jesse Camacho,95687,4e+05,0.2392175
Zoe Weizenbaum,95687,4e+05,0.2392175
Freddie Highmore,330237545,3.35e+08,0.98578371641791
David Kelly,206456431,1.5e+08,1.37637620666667
David Strathairn,323882111,163500000,1.98093034250765
Diane Ladd,5128124,2.5e+07,0.20512496
Iain Rea,5128124,2.5e+07,0.20512496
Kevin James,1100573837,7.41e+08,1.48525484075574
Josh Hutcherson,1551927110,6.94e+08,2.23620621037464
Shohreh Aghdashloo,114001695,5e+07,2.2800339
Daniel Craig,1364715502,1.689e+09,0.808002073416223
Marie-Josée Croze,94758180,1.4e+08,0.676844142857143
Wilson Jermaine Heredia,29077547,4e+07,0.726938675
Camilla Belle,211115058,200200000,1.05452076923077
Lucas Black,125142515,162500000,0.770107784615385
Lou Taylor Pucci,1797457,3.3e+07,0.0544683939393939
Elias Koteas,97140260,1e+07,9.714026
David Schwimmer,373119687,2.25e+08,1.65830972
Nathan Fillion,77566397,1.1e+08,0.705149063636364
Gina Torres,63222112,8e+07,0.7902764
Alex Michaeletos,860002,1.2e+07,0.0716668333333333
Elijah Wood,262030672,2.35e+08,1.11502413617021
Eugene Hutz,1705595,7e+06,0.243656428571429
Boris Leskin,1705595,7e+06,0.243656428571429
Aubrey Ankrum,0,50000,0
Dana Belben,0,50000,0
Jeff Biancalana,0,50000,0
Georgie Henley,433323868,4.06e+08,1.06730016748768
William Moseley,291709845,1.8e+08,1.62061025
Allison Janney,39309284,38800000,1.01312587628866
Bryan Greenberg,23596855,2.4e+07,0.983202291666667
Amber Valletta,131762477,1.04e+08,1.26694689423077
Kate Nauta,43095600,3.2e+07,1.3467375
Terrence Howard,451381072,371600000,1.21469610333692
Burt Reynolds,158115031,8.2e+07,1.92823208536585
Donal Logue,52641669,5.8e+07,0.907614982758621
Ziyi Zhang,57010853,1.05e+08,0.542960504761905
Michelle Yeoh,57010853,8.5e+07,0.670715917647059
Garrett Hedlund,494708155,5.9e+08,0.838488398305085
Patrick Warburton,122377082,9.5e+07,1.28817981052632
Shirley MacLaine,156535530,1.75e+08,0.894488742857143
Embeth Davidtz,2678010,1e+06,2.67801
David Kuhn,2678010,1e+06,2.67801
Gary Cole,87972029,4.7e+07,1.87174529787234
Q'orianka Kilcher,12712093,3e+07,0.423736433333333
Christopher Plummer,185370955,179600000,1.03213226614699
Oded Fehr,83349767,7.7e+07,1.08246450649351
Mel Brooks,128200012,7.5e+07,1.70933349333333
Amber Tamblyn,158956381,107500000,1.47866400930233
Alexis Bledel,89677470,64900000,1.38177919876733
Kuno Becker,7296821,1e+07,0.7296821
Michael Chiklis,202539912,1.5e+08,1.35026608
Michael Pitt,2711552,2.7e+07,0.100427851851852
Lukas Haas,38161168,6.2e+07,0.615502709677419
Cillian Murphy,124073721,1.66e+08,0.747432054216867
AnnaSophia Robb,276434251,1.97e+08,1.40321954822335
Eva Marie Saint,32645546,1.4e+07,2.33182471428571
Brittany Snow,221879815,9.3e+07,2.38580446236559
Max Thieriot,184836653,107900000,1.71303663577386
Michael Kelly,0,5e+05,0
Tess Harper,0,5e+05,0
Elizabeth Perkins,43894863,3e+07,1.4631621
Navi Rawat,0,3200000,0
Krista Allen,0,3200000,0
Mickey Rourke,474964327,5e+08,0.949928654
Edgar Ramírez,296570112,2.95e+08,1.00532241355932
Seth MacFarlane,342501865,1.58e+08,2.16773332278481
50 Cent,56117155,1.01e+08,0.555615396039604
Adewale Akinnuoye-Agbaje,30981850,4e+07,0.77454625
Nathan Lane,19377727,4.5e+07,0.430616155555556
Jonah Bobo,29481490,9.9e+07,0.297792828282828
Matt Foyer,0,1e+05,0
John Bolen,0,1e+05,0
Ralph Lucas,0,1e+05,0
Ian McNeice,55865715,1e+07,5.5865715
Martin Freeman,1454843797,1.13e+09,1.28747238672566
Gael García Bernal,125556305,8.5e+07,1.477133
Sophie Okonedo,27163039,1.42e+08,0.191289007042254
Garry Marshall,135381507,1.5e+08,0.90254338
Dave Chappelle,11694528,3e+06,3.898176
Lauryn Hill,11694528,3e+06,3.898176
Aria Wallace,16247775,2.5e+07,0.649911
Ted Danson,1072798,10200000,0.105176274509804
Jason Spevack,42071069,3e+07,1.40236896666667
Eva Green,400551713,4.9e+08,0.817452475510204
Michelle Trachtenberg,40616627,9e+06,4.51295855555556
Kim Cattrall,272347540,1.65e+08,1.65059115151515
Will Yun Lee,156958904,1.63e+08,0.962938061349693
Karl Urban,99644553,1.67e+08,0.59667397005988
Serena Scott Thomas,34636443,5.2e+07,0.666085442307692
Bob Hoskins,24520892,4.5e+07,0.544908711111111
Cheryl Hines,137457799,1.17e+08,1.17485298290598
Bill Maher,13035255,2500000,5.214102
Inés Sastre,4967910,19200000,0.2587453125
Emily Deschanel,46578560,2e+07,2.328928
Lucy Lawless,46363118,2e+07,2.3181559
Jane Fonda,137184115,99800000,1.37459033066132
Dina Korzun,1806296,1500000,1.20419733333333
Darren E. Burrows,0,1500000,0
Tad Hilgenbrink,0,11200000,0
Arielle Kebbel,108726681,4.5e+07,2.41614846666667
William Shatner,48472213,4.5e+07,1.07716028888889
Elisha Cuthbert,3770358,19700000,0.191388730964467
Louie Leonardo,23406574,2e+07,1.1703287
Chad Allen,23407242,2e+07,1.1703621
Jack Guzman,23406574,2e+07,1.1703287
Robert Englund,0,4e+06,0
Lin Shaye,0,3e+06,0
Giuseppe Andrews,0,3e+06,0
Wayne Brady,7009668,5600000,1.25172642857143
Traylor Howard,17010646,8.4e+07,0.20250769047619
Portia de Rossi,19294901,3.5e+07,0.551282885714286
Frankie Muniz,72265165,9e+06,8.02946277777778
Rachel Hurd-Wood,32596092,2.8e+07,1.16414614285714
Joe Soares,1523883,1750211,0.870685305943112
Keith Cavill,1523883,1750211,0.870685305943112
Mark Zupan,1523883,1750211,0.870685305943112
Christopher Jacot,0,5e+06,0
Milo Ventimiglia,70472946,3.1e+07,2.27332083870968
John Francis Daley,16101109,5e+06,3.2202218
Megan Mullally,39260545,51100000,0.768308121330724
Flora Cross,3133373,2.4e+07,0.130557208333333
Kyle Stanger,18081626,2e+07,0.9040813
Tom Welling,29511112,1.8e+07,1.63950622222222
Maggie Grace,52737023,4.2e+07,1.2556434047619
Jon Powell,0,10600,0
Andreas Wigand,0,10600,0
Robin Middleton,0,10600,0
Taylor Handley,7013,450000,0.0155844444444444
Dustin Seavey,7013,450000,0.0155844444444444
Alison Folland,7013,450000,0.0155844444444444
Miguel Ferrer,8326035,36500000,0.228110547945205
Kelli Garner,19122597,4e+07,0.478064925
Paget Brewster,0,3e+06,0
Neil Barton,0,3e+06,0
Eric Hoffman,0,3e+06,0
Joe Mantegna,131617,1e+07,0.0131617
Dominic Monaghan,14132,1500000,0.00942133333333333
Hugo Weaving,373303753,3.28e+08,1.13812119817073
Rupert Graves,140993604,1.08e+08,1.30549633333333
Alicia Silverstone,36316046,3.2e+07,1.1348764375
Aleisha Allen,82301521,3.2e+07,2.57192253125
Sheetal Sheth,887416,1e+07,0.0887416
Carrie Fisher,13002373,2.5e+07,0.52009492
Mario Van Peebles,0,9e+06,0
Luis Guzmán,88488632,1.09e+08,0.811822311926605
Esai Morales,3333823,1e+07,0.3333823
Meagan Good,100935137,1.4e+07,7.20965264285714
Steffany Huckaby,0,1500000,0
Melanie Lewis,0,1500000,0
Yolanda Pecoraro,0,1500000,0
Peter Paige,5203,650000,0.00800461538461538
Kathy Najimy,5203,650000,0.00800461538461538
Anthony Clark,5203,650000,0.00800461538461538
Gavin Rossdale,375474,2e+07,0.0187737
Abdellatif Kechiche,6364,2e+05,0.03182
Élodie Bouchez,6364,2e+05,0.03182
Olympia Dukakis,964753,5e+05,1.929506
Jim Gaffigan,150071,5e+05,0.300142
Chris Pine,835397164,6.64e+08,1.25812825903614
Aimee-Lynn Chadwick,0,6e+06,0
Cory Hardrict,0,6e+06,0
John Keefe,0,6e+06,0
Sophia Bush,19467671,1.5e+07,1.29784473333333
Michael Cavadias,0,15000,0
Louise Devery,0,15000,0
Sean Labbe,0,15000,0
Hugh Bonneville,5654777,2.5e+07,0.22619108
Shawn Ashmore,23326093,57917341.9773096,0.402747988834476
Kelly Hu,5654777,25150000,0.224842027833002
Katherine Heigl,550601238,3.3e+08,1.6684886
Yury Tsykun,379122,450000,0.842493333333333
Cayden Boyd,39177541,5e+07,0.78355082
George Lopez,315617908,1.6e+08,1.972611925
Kristin Davis,195619394,2e+08,0.97809697
Adrian Paul,0,25700000,0
Kristen Miller,0,2e+06,0
Allison Lange,0,2e+06,0
Todd Babcock,0,2e+06,0
Dita Von Teese,0,21000,0
Salvador Benavides,0,21000,0
Mary Burton,0,21000,0
Steve Harris,82073939,17500000,4.68993937142857
Tyler Perry,592802226,139500000,4.24947832258064
Cynthia Nixon,154776175,7.7e+07,2.01008019480519
Andy Comeau,0,5e+05,0
John Heard,0,5e+05,0
Debi Mazar,0,5e+05,0
Justin Chambers,89570,5500000,0.0162854545454545
Stephen Billington,0,3200000,0
Diane Neal,0,3200000,0
Jordan-Claire Green,0,2e+06,0
Tom Kemp,0,2e+06,0
Susan Wood,0,2e+06,0
Thora Birch,0,1800000,0
Paul Matthew Miller,0,5000,0
Kevin Porter,0,5000,0
Kurt Carley,0,5000,0
Bill Buell,53428,7600000,0.00703
Dick Cavett,905507,1e+06,0.905507
John Rhys-Davies,0,11200000,0
Dylan Neal,0,1200000,0
Chelan Simmons,0,1200000,0
Dylan Purcell,0,1400000,0
Brandon Henschel,0,1400000,0
Miles O'Keeffe,0,1400000,0
Matthew Gray Gubler,1798,4e+06,0.0004495
Stephanie Leonidas,864959,4e+06,0.21623975
Jason Barry,864959,4e+06,0.21623975
Rob Brydon,864959,4e+06,0.21623975
Jenny McCarthy,4167297,7500000,0.5556396
Carmen Electra,14210311,2.5e+07,0.56841244
Ana Claudia Talancón,10018,1e+06,0.010018
Cory Knauf,0,3e+06,0
Ben Cross,0,1.5e+07,0
Ivan Petrushinov,0,1e+07,0
Louis Gossett Jr.,4856482,5e+06,0.9712964
Kirk Cameron,33451479,5100000,6.55911352941177
Brad Johnson,0,4600000,0
Mark Webber,621117,9170000,0.0677335877862595
Tamara Davies,0,1.5e+07,0
John Pyper-Ferguson,0,1.5e+07,0
Emmanuelle Chriqui,110141267,1.15e+08,0.957750147826087
Jolene Blalock,1181197,24500000,0.0482121224489796
Daniel Patrick Sullivan,0,450000,0
Janina Gavankar,0,450000,0
Allie Smith,0,450000,0
Vanessa Redgrave,67094468,4.6e+07,1.45857539130435
Erika Fay,0,3e+05,0
Gabriel Gutierrez,0,3e+05,0
Michael Carreo,0,3e+05,0
Kellita Smith,4006906,1.5e+07,0.267127066666667
Seymour Cassel,127144,8e+06,0.015893
Judd Nelson,0,725000,0
Joel Edgerton,433543864,3.78e+08,1.14694143915344
Lee Pace,35923809,7e+07,0.513197271428571
Gerardo Taracena,50859889,4e+07,1.271497225
Raoul Max Trujillo,50859889,4e+07,1.271497225
Dalia Hernández,50859889,4e+07,1.271497225
Sacha Baron Cohen,276719335,9.1e+07,3.04087181318681
Ken Davitian,128505958,1.8e+07,7.13921988888889
Shea Whigham,3706026,1.2e+07,0.3088355
Tom Waits,208154,2e+06,0.104077
Audrey Tautou,217871568,1.25e+08,1.742972544
Ron Silver,1172769,1.3e+07,0.090213
Jim Dunk,10515579,4e+06,2.62889475
Justin Long,272060801,266100000,1.0224006050357
Jonah Hill,1110344138,728250000,1.52467440851356
Blake Lively,242679201,3.07e+08,0.790485996742671
David Alan Basche,31471430,1.5e+07,2.09809533333333
Olivia Thirlby,90077822,1.16e+08,0.776532948275862
Liza Colón-Zayas,31471430,1.5e+07,2.09809533333333
Carlos Sanz,27829874,1.2e+07,2.31915616666667
Joseph Cross,69023185,1.37e+08,0.503818868613139
Shareeka Epps,44492039,40700000,1.09317049140049
Oprah Winfrey,420143052,1.65e+08,2.54632152727273
Ricky Gervais,602997623,3.27e+08,1.84402942813456
Sally Field,182296072,69800000,2.61169157593123
Julianne Nicholson,571474,4800000,0.119057083333333
Abbie Cornish,133987203,1.69e+08,0.792823686390533
Mitchel Musso,73661010,7.5e+07,0.9821468
Sam Lerner,73661010,7.5e+07,0.9821468
Spencer Locke,73661010,9.5e+07,0.775379052631579
Aaron Russo,61200,1e+06,0.0612
John Turner,61200,1e+06,0.0612
Joe Banister,61200,1e+06,0.0612
Emma Roberts,282655085,1.2e+08,2.35545904166667
Joanna 'JoJo' Levesque,18595716,1.2e+07,1.549643
Sara Paxton,75166923,89450000,0.840323342649525
Timothy Hutton,59985592,51500000,1.16476877669903
Toby Jones,9198401,9.8e+07,0.0938612346938776
Rachel Bilson,11637304,20930000,0.556010702341137
Keke Palmer,61429057,53100000,1.15685606403013
Channing Tatum,1218125149,957800000,1.27179489350595
Jenna Dewan Tatum,65269010,1.9e+07,3.43521105263158
Damaine Radcliff,65269010,1.2e+07,5.43908416666667
Bill Nighy,289769727,3.35e+08,0.864984259701493
Matthew Fox,185591856,2.6e+08,0.713814830769231
Maya Rudolph,363500064,214500000,1.69463899300699
Will Arnett,380063398,3.27e+08,1.1622733883792
Paddy Considine,0,5e+06,0
Oscar Isaac,1006929074,3.22e+08,3.12710892546584
Valeriu Pavel Dan,0,5e+06,0
Brandon Routh,206097066,2.75e+08,0.749443876363636
L. Scott Caldwell,38432823,3e+07,1.2810941
Sophia Myles,18350821,1.05e+08,0.174769723809524
Justin Timberlake,405985180,2.25e+08,1.80437857777778
Zachery Ty Bryan,62494975,8.5e+07,0.735235
Antonio Tarver,70269171,2.4e+07,2.927882125
Jennifer Decker,13082288,6e+07,0.218038133333333
Tom Hollander,0,1.8e+07,0
Laura Ramsey,33687630,2e+07,1.6843815
Kristin Chenoweth,154307559,1.65e+08,0.935197327272727
Irrfan Khan,165519440,1.37e+08,1.20817109489051
Vera Farmiga,414208079,228500000,1.81272682275711
Lily Tomlin,28524109,10600000,2.69095367924528
Yaya DaCosta,34703228,3e+07,1.15677426666667
Richard Dreyfuss,102983211,222500000,0.462845892134831
Ty Burrell,162976380,211800000,0.769482436260623
Bill Duke,0,1.4e+07,0
D.B. Sweeney,0,1.4e+07,0
Paula Patton,326280402,248600000,1.31247144810941
Dustin Milligan,18860403,2.5e+07,0.75441612
David Wenham,266265923,1.45e+08,1.83631671034483
Michael Peña,165700051,164495000,1.00732576066142
Shannen Fields,10174663,1e+05,101.74663
Jason McLeod,10174663,1e+05,101.74663
David Morrissey,56086184,1.5e+08,0.373907893333333
David Thewlis,94765128,148500000,0.63814901010101
Maya Zapata,0,2.1e+07,0
Lewis Black,393896547,1.95e+08,2.01998229230769
Jesse Metcalfe,41273086,97500000,0.423313702564103
Max Minghella,46315006,6e+07,0.771916766666667
Samaire Armstrong,40403038,52500000,0.769581676190476
Ana de la Reguera,80197993,3.2e+07,2.50618728125
Héctor Jiménez,80197993,3.2e+07,2.50618728125
Tim McGraw,276949084,4.4e+07,6.29429736363636
Derek Magyar,220151,5e+05,0.440302
George Jonson,220151,5e+05,0.440302
Patrick Bauchau,220151,5500000,0.0400274545454545
Keisha Castle-Hughes,37617947,3e+07,1.25393156666667
Michael Jai White,1707733,16200000,0.105415617283951
Scott Adkins,18826526,113500000,0.165872475770925
Nathan Phillips,40891531,5.9e+07,0.69307679661017
Seamus Davey-Fitzpatrick,62720696,2.8e+07,2.24002485714286
Emily Procter,70163652,4e+07,1.7540913
René Alvarado,0,5e+05,0
David Berón,0,5e+05,0
Gladise Jiminez,0,5e+05,0
Cascy Beddow,0,9e+06,0
Jane Carr,0,9e+06,0
Kelly Chapek,0,9e+06,0
Ryan Simpkins,198407,4300000,0.0461411627906977
Sam Bottoms,198407,2e+06,0.0992035
Li Gong,63482284,1.85e+08,0.343147481081081
David Aaron Baker,14313866,5e+07,0.28627732
Sherry Miller,0,15500000,0
Olivia Wilde,622897022,771300000,0.80759370154285
Bryce Dallas Howard,760171974,3.33e+08,2.28279872072072
Jeffrey Wright,173653847,8.2e+07,2.11772984146341
Malcolm Stumpf,9089,50000,0.18178
Patrick White,9089,50000,0.18178
Max Paradise,9089,50000,0.18178
Laura Regan,1662218,1.4e+07,0.118729857142857
Steven Strait,131404077,137650000,0.95462460588449
Sebastian Stan,33153701,5.4e+07,0.613957425925926
Toby Hemingway,23292609,23200000,1.00399176724138
Patrick Dempsey,82595465,6.6e+07,1.25144643939394
Dyllan Christopher,16647384,2.6e+07,0.640284
Tyler James Williams,16647384,2.6e+07,0.640284
Gia Mantegna,16647384,2.6e+07,0.640284
Jaime Pressly,17794797,2.5e+07,0.71179188
Sarah Carter,480314,2.1e+07,0.0228720952380952
Michael Carbonaro,654132,5e+05,1.308264
Jonathan Chase,654132,5e+05,1.308264
Jonah Blechman,758152,5e+05,1.516304
John Cena,31268126,4.8e+07,0.651419291666667
Robert Patrick,147438615,1.18e+08,1.24947978813559
Hayden Panettiere,60141389,9.8e+07,0.613687642857143
Big Boi,12549485,1.5e+07,0.836632333333333
André Benjamin,46245872,7.8e+07,0.592895794871795
Tammy Blanchard,16261324,8400000,1.9358719047619
Manny Perez,16216494,6600000,2.45704454545455
Tommy Flanagan,47860214,3.1e+07,1.54387787096774
Katie Cassidy,71039517,3.5e+07,2.02970048571429
Brooke Nevin,0,4e+06,0
Isla Fisher,389139837,4.52e+08,0.860928842920354
James Belushi,37371315,8e+07,0.4671414375
Eddie Izzard,37371315,8e+07,0.4671414375
Edison Chen,39143839,2e+07,1.95719195
Mary Elizabeth Winstead,65012994,107500000,0.604772037209302
Craig Kilborn,61112916,5e+07,1.22225832
Jaimie Alexander,40064,8900000,0.00450157303370787
Corri English,0,2500000,0
Scot Davis,0,2500000,0
Joshua Alba,0,2500000,0
Evan Ross,21160089,4e+06,5.29002225
Jamie Anderson,0,2.5e+07,0
Alexie Gilmore,0,30000,0
Stephanie Szostak,72980108,30000,2432.67026666667
Roderick Hill,0,30000,0
Laura Prepon,0,5e+06,0
Alex Pettyfer,249211431,2.01e+08,1.23985786567164
Jordana Spiro,10018,1e+06,0.010018
Jon Stewart,10500659,2e+07,0.52503295
Viola Davis,414587228,1.75e+08,2.36906987428571
Steve Lemme,19179969,17500000,1.09599822857143
Dan Castellaneta,183132370,7.5e+07,2.44176493333333
Laura Jordan,1957816,9800000,0.199777142857143
Bonnie Henna,4291965,1.4e+07,0.306568928571429
Frank Whaley,18986844,1.9e+07,0.999307578947368
Jake T. Austin,87545702,3.5e+07,2.50130577142857
