actor,gross,budget,profit_ratio
Jamie Lee Curtis,231286578,1.19e+08,1.94358468907563
Dermot Mulroney,318284588,1.79e+08,1.77812618994413
Mary Kay Place,2267157,2700000,0.839687777777778
John Hurt,181691685,2.32e+08,0.783153814655172
Jeremy Sisto,43257703,40500000,1.06809143209877
Steve Buscemi,343840172,406600000,0.845647250368913
Ming-Na Wen,32131830,1.37e+08,0.234538905109489
Monica Potter,43119000,4.4e+07,0.979977272727273
Shalom Harlow,10397365,1.4e+07,0.742668928571429
Jerry O'Connell,158656720,1.49e+08,1.06481020134228
Jake Busey,13570951,3.1e+07,0.437772612903226
Melissa George,60178162,5.3e+07,1.13543701886792
Kane Hodder,12610731,1.1e+07,1.14643009090909
Lexa Doig,12610731,1.1e+07,1.14643009090909
Jeff Geddis,12610731,1.1e+07,1.14643009090909
Ben Foster,95283811,141500000,0.673383823321555
Melissa Sagemiller,14660909,3.6e+07,0.407247472222222
Denise Richards,103511859,33500000,3.08990623880597
David Boreanaz,20384136,13500000,1.509936
Tim Curry,79280226,5e+07,1.58560452
Kurt Russell,334876330,4.29e+08,0.780597505827506
Kevin Costner,361773948,3.42e+08,1.05781856140351
Janeane Garofalo,292102,5e+06,0.0584204
Michael Showalter,473974,5e+06,0.0947948
Ice Cube,595809089,3.05e+08,1.95347242295082
Pam Grier,15742357,4.4e+07,0.357780840909091
Jean-Claude Van Damme,5247,137500000,3.816e-05
Michael Rooker,7774730,57500000,0.135212695652174
Catherine Dent,0,1.7e+07,0
Shawn Hatosy,667824,8e+06,0.083478
Ryan Reynolds,1150846464,1.047e+09,1.09918477936963
Jordana Brewster,17271502,29500000,0.585474644067797
Marsha Thomason,109240800,1.45e+08,0.753384827586207
Cedric the Entertainer,159307398,1.43e+08,1.11403774825175
Kristen Wilson,112950721,7.2e+07,1.56876001388889
Michael Gross,0,5e+06,0
Alix Koromzay,0,2e+07,0
Bruno Campos,44556,2e+07,0.0022278
Will Estes,0,2e+07,0
Chelcie Ross,4050476,1.2e+07,0.337539666666667
Regina King,161766398,8.8e+07,1.83825452272727
Mekhi Phifer,76462683,5.5e+07,1.3902306
Martin Sheen,22183215,20500000,1.08210804878049
Judge Reinhold,0,5e+06,0
Julia Sweeney,0,5e+06,0
Joe Pichler,0,5e+06,0
Luo Yan,35938,5e+06,0.0071876
Sau Sek,35938,5e+06,0.0071876
Alan Cumming,100105464,1.94e+08,0.516007546391753
Jennifer Jason Leigh,65409513,5.4e+07,1.21128727777778
Scott Caan,13265900,3.5e+07,0.379025714285714
Dennis Hopper,12020994,10500000,1.14485657142857
Kip Pardue,33663035,81500000,0.413043374233129
Til Schweiger,32616869,92500000,0.3526148
Jay Chandrasekhar,61190344,28450000,2.15080295254833
Kevin Heffernan,61195559,28450000,2.15098625659051
André Vippolis,36976628,2400000,15.4069283333333
Debi Derryberry,80920948,3e+07,2.69736493333333
Rob Paulsen,80920948,3.5e+07,2.31202708571429
Megan Cavanagh,80920948,3e+07,2.69736493333333
Jessica Biel,393291455,601200000,0.654177403526281
Catherine Keener,348014733,279500000,1.24513321288014
Brenda Blethyn,26455488,32500000,0.814015015384615
Troy Ruptash,8373862,5e+05,16.747724
Jennifer Westfeldt,28545988,2e+06,14.272994
Heather Juergensen,14931156,3700000,4.03544756756757
Tovah Feldshuh,14045880,2e+06,7.02294
Bridget Fonda,5409517,7.5e+07,0.0721268933333333
Dr. Dre,10673720,4e+06,2.66843
Snoop Dogg,154791948,8.5e+07,1.82108174117647
Anthony Albano,10097096,4e+06,2.524274
Nick Loren,45207112,5.3e+07,0.852964377358491
James Lashly,45207112,5.3e+07,0.852964377358491
Michael T. Weiss,7307756,1.6e+07,0.45673475
Alex D. Linz,17292381,1.2e+07,1.44103175
Jamie Kennedy,38809957,97500000,0.398050841025641
Kiefer Sutherland,176635328,3.12e+08,0.566138871794872
Ciarán McMenamin,0,1.4e+07,0
Steven Seagal,67120136,1.57e+08,0.427516789808917
Chris Kattan,23978402,1.1e+07,2.17985472727273
Peter Falk,37191712,3.1e+07,1.19973264516129
Vinessa Shaw,34187641,3.5e+07,0.976789742857143
Paul Hogan,25590119,21150000,1.20993470449173
Linda Kozlowski,25590119,21150000,1.20993470449173
Jere Burns,25590119,21150000,1.20993470449173
Tara Reid,55940516,6.2e+07,0.902266387096774
Mariah Carey,4289351,3.7e+07,0.115928405405405
Eric Benét,4273372,2.2e+07,0.194244181818182
Max Beesley,4273372,2.2e+07,0.194244181818182
AlexSandra Wright,28734552,1.6e+07,1.7959095
Tyrese Gibson,621098779,358800000,1.73104453455964
Taraji P. Henson,320144099,102700000,3.11727457643622
Olivia Williams,96869265,2.3e+08,0.421170717391304
John Shrapnel,33565,3e+07,0.00111883333333333
Warren Beatty,6712451,9e+07,0.0745827888888889
Julie Davis,119664,5e+05,0.239328
Nick Chinlund,18620630,33500000,0.555839701492537
Caroline Aaron,119664,5e+05,0.239328
Sofia Milos,0,1.2e+07,0
Charlton Heston,21244913,1.6e+07,1.3278070625
Francie Swift,97000,2e+06,0.0485
Flex Alexander,13903262,1.1e+07,1.26393290909091
David Denman,74425359,1.41e+08,0.527839425531915
A.J. Cook,13909365,12600000,1.10391785714286
William Hope,0,2.6e+07,0
Alan Rickman,111152099,1.18e+08,0.941966940677966
Natasha Richardson,96298655,7.1e+07,1.35631908450704
Rachel Griffiths,76234811,2e+07,3.81174055
Jeff Fahey,0,3e+06,0
Josh Holloway,0,3e+06,0
Colm Feore,129796875,1.6e+08,0.81123046875
Kristanna Loken,150350192,2e+08,0.75175096
Wes Bentley,42086154,142800000,0.294720966386555
Bryan Cranston,566633083,392500000,1.44365116687898
Stephen Ingle,0,2e+05,0
Rene M. Rigal,0,2e+05,0
Mary-Kate Olsen,69728156,6.4e+07,1.0895024375
Ashley Olsen,14018364,3e+07,0.4672788
Kevin Zegers,9256503,22400000,0.413236741071429
Chris Cooper,324831645,249700000,1.30088764517421
Tom Hanks,1869389424,1.415e+09,1.32112326784452
Meryl Streep,1231814824,8.79e+08,1.4013820523322
Catherine Zeta-Jones,397555332,3.28e+08,1.21205893902439
Robert Duvall,299500830,3.69e+08,0.811655365853658
Gabriela Oltean,71026631,3.6e+07,1.97296197222222
Samantha Morton,135853889,131500000,1.03310942205323
Edward Norton,576515079,599400000,0.961820285285285
Tyler Hoechlin,104054514,8e+07,1.300681425
Rob Maxey,104054514,8e+07,1.300681425
Daniel Day-Lewis,320488699,271500000,1.18043719705341
Olivier Martinez,52752475,1e+08,0.52752475
Al Pacino,286212185,3.61e+08,0.792831537396122
Michael Moore,179213612,1.9e+07,9.43229536842105
Marilyn Manson,21244913,4e+06,5.31122825
Maggie Gyllenhaal,192746086,1.7e+08,1.13380050588235
Jeremy Davies,9559923,1.4e+07,0.682851642857143
Dennis Haysbert,48813828,13500000,3.61583911111111
Jodie Foster,452324706,3.91e+08,1.15684068030691
Kristen Stewart,1748254480,736500000,2.37373317040054
Ralph Fiennes,315231486,2.24e+08,1.40728341964286
Milla Jovovich,347235573,4.09e+08,0.848986731051345
Ryan McCluskey,39532308,3.3e+07,1.19794872727273
Emile Hirsch,465232840,390500000,1.19137731113956
Joel Gretsch,14060950,12500000,1.124876
James Cromwell,73244914,95400000,0.767766394129979
Daniel Studi,73215310,8e+07,0.915191375
Johnny Knoxville,539210206,2.05e+08,2.63029368780488
Bam Margera,181492168,2.5e+07,7.25968672
Chris Pontius,140560246,1.9e+07,7.39790768421053
Asia Argento,141658727,7e+07,2.0236961
Marton Csokas,242734754,1.25e+08,1.941878032
Emma Watson,1894477774,7.96e+08,2.37999720351759
Jason Statham,398654930,6.07e+08,0.656762652388797
Qi Shu,25296447,2.1e+07,1.20459271428571
Matt Schulze,25296447,2.1e+07,1.20459271428571
Rip Torn,206771140,198500000,1.0416682115869
Nia Vardalos,266826403,6.2e+07,4.30365166129032
John Corbett,285617299,62500000,4.569876784
Michael Constantine,241437427,5e+06,48.2874854
Yancey Arias,56684819,8e+07,0.7085602375
Sam Spruell,35168677,1e+08,0.35168677
Peter Stebbings,35168677,1e+08,0.35168677
Julianna Margulies,77435138,8e+07,0.967939225
Gabriel Byrne,50217178,6.6e+07,0.760866333333333
Ron Eldard,43163710,5.5e+07,0.784794727272727
Adam Beach,40911830,1.15e+08,0.355755043478261
Emma Thompson,541366735,4.41e+08,1.22758896825397
Martin Short,157906218,1.91e+08,0.82673412565445
Daveigh Chase,145771527,8.4e+07,1.73537532142857
Chris Sanders,145771527,8e+07,1.8221440875
Tia Carrere,145771527,8e+07,1.8221440875
J.D. Evermore,75597042,2e+07,3.7798521
Rachel McAdams,1115270520,5.09e+08,2.19110121807466
Madeleine Stowe,78120196,9.2e+07,0.849132565217391
Rory Culkin,236716140,102300000,2.31394076246334
Deborah Rush,14015786,5e+06,2.8031572
Natascha McElhone,28178061,8.9e+07,0.316607426966292
Ulrich Tukur,14970038,4.7e+07,0.318511446808511
Angela Bettis,145540,5e+05,0.29108
Jason Schwartzman,55076118,103500000,0.532136405797101
Adrien Brody,353239370,449300000,0.786199354551525
Connie Nielsen,131879285,1.67e+08,0.789696317365269
Michael Vartan,114536143,7.2e+07,1.59077976388889
Campbell Scott,7287839,1.4e+07,0.520559928571429
Jesse Eisenberg,642902817,476600000,1.34893583088544
Marlon Brando,132026,3e+06,0.0440086666666667
Elton John,132026,3e+06,0.0440086666666667
Julia Louis-Dreyfus,35205602,1.9e+07,1.85292642105263
Kris Kristofferson,134061765,1.19e+08,1.12656945378151
Ron Perlman,293243634,658500000,0.445320628701595
Christopher Gorham,4720371,10500000,0.449559142857143
Joe Folau,4720371,7e+06,0.674338714285714
James Coburn,81150692,3.5e+07,2.3185912
Tim Matheson,21005329,6e+06,3.50088816666667
Ian Mongrain,118471320,6.8e+07,1.74222529411765
Jonathan Frakes,43119879,6e+07,0.71866465
Brent Spiner,43119879,6e+07,0.71866465
Jennifer Hale,0,1.3e+07,0
Steve Oedekerk,16033556,1e+07,1.6033556
Fei Lung,16033556,1e+07,1.6033556
Leo Lee,16033556,1e+07,1.6033556
Dwayne Johnson,1776544075,1.426e+09,1.2458233345021
Steven Brand,90341670,60350000,1.49696222038111
Michael Clarke Duncan,99125519,84500000,1.17308306508876
James Van Der Beek,13051524,8e+06,1.6314405
Ian Somerhalder,13074578,9e+06,1.45273088888889
Shannyn Sossamon,87442324,8.2e+07,1.06636980487805
Evan Rachel Wood,127348110,152500000,0.835069573770492
Michael Angarano,91518514,156400000,0.585156739130435
David Gallagher,405182,2500000,0.1620728
Geena Davis,64736114,1.2e+08,0.539467616666667
Hugh Laurie,184934503,3.3e+08,0.560407584848485
Derek Luke,294862155,1.62e+08,1.82013675925926
Joy Bryant,99866290,95500000,1.04572031413613
Rosamund Pike,687377217,5.44e+08,1.26356106066176
Do Thi Hai Yen,12987647,3e+07,0.432921566666667
Ving Rhames,203352431,3.14e+08,0.647619207006369
Parry Shen,3799339,250000,15.197356
Jason Tobin,3799339,250000,15.197356
Sung Kang,3946411,750000,5.26188133333333
Nick Cannon,98385816,5.6e+07,1.75688957142857
Zoe Saldana,1211389690,607700000,1.99340083922988
Kimberley Kates,0,1.4e+07,0
Stuart Townsend,97246320,1.13e+08,0.860586902654867
Marguerite Moreau,30325921,37500000,0.808691226666667
Colin Hanks,119464883,1.35e+08,0.884925059259259
Schuyler Fisk,41032915,1.8e+07,2.27960638888889
Martin Henderson,149756020,8.8e+07,1.70177295454545
Brian Cox,229173632,105600000,2.17020484848485
Beyoncé Knowles,530567236,2.8e+08,1.89488298571429
Seth Green,342385626,2.72e+08,1.25877068382353
Izabella Scorupco,84875429,1.1e+08,0.771594809090909
Aaron Eckhart,1006627351,782950000,1.28568535794112
Jeremy Northam,27869232,1.05e+08,0.265421257142857
Shad Moss,209327022,1.4e+08,1.49519301428571
Morris Chestnut,198435991,1.38e+08,1.43794196376812
Courtney Love,62536,3e+07,0.00208453333333333
Travis Michael Holder,0,2e+05,0
Jeff Daniels,286472467,278500000,1.0286264524237
Amara Balthrop-Lewis,119841,1500000,0.079894
Kevin Pollak,34756284,66800000,0.520303652694611
Aidan Quinn,119841,1500000,0.079894
Billy Campbell,39177215,3.8e+07,1.03097934210526
Tessa Allen,39177215,3.8e+07,1.03097934210526
Kari Wuhrer,17266505,3e+07,0.575550166666667
Scott Terra,17266505,3e+07,0.575550166666667
Paulo Costanzo,37939782,1.7e+07,2.23175188235294
Tony Shalhoub,14448589,4e+07,0.361214725
Cathy Cavadini,11411644,1.1e+07,1.03742218181818
Tara Strong,11411644,1.1e+07,1.03742218181818
Dustin Hoffman,222636938,2.59e+08,0.859602077220077
Susan Sarandon,388872030,359500000,1.08170244784423
Kyra Sedgwick,140660398,41125000,3.42031362917933
Parker Posey,95543035,121125000,0.788796986584107
Fairuza Balk,846904,125000,6.775232
David Eigenberg,35228696,3.2e+07,1.10089675
Matthew Lillard,308489166,2.16e+08,1.42819058333333
Sarah Michelle Gellar,348235254,2.37e+08,1.46934706329114
Ryan O'Neal,121972,2.2e+07,0.00554418181818182
Christina Applegate,247863671,2.76e+08,0.898056778985507
Sigourney Weaver,1039280666,403300000,2.57694189437144
Aaron Stanford,6108820,2500000,2.443528
Kate Mara,101106376,158300000,0.638701048641819
Francesca Neri,40048332,8.5e+07,0.471156847058824
Val Kilmer,29208603,193500000,0.150948852713178
Adam Goldberg,106714818,6.8e+07,1.56933555882353
Kate Bosworth,351289493,339930000,1.03341715353161
Ray Liotta,213406470,301800000,0.707112226640159
Jason Patric,10482242,28500000,0.367797964912281
Chi McBride,92106183,67500000,1.36453604444444
Jesse Bradford,67045947,4.6e+07,1.45752058695652
French Stewart,36985501,3.8e+07,0.973302657894737
Paula Garcés,36985501,2.6e+07,1.42251926923077
Taye Diggs,56468917,4.8e+07,1.17643577083333
Dominique Swain,28658,1e+06,0.028658
Kieran Culkin,33273554,7.2e+07,0.462132694444444
John Carroll Lynch,887416,1e+07,0.0887416
Stephen Rea,13275175,7.2e+07,0.184377430555556
James Franco,769080905,756400000,1.01676481359069
Yasiin Bey,185595461,2.12e+08,0.875450287735849
Scott Speedman,237008268,1.28e+08,1.85162709375
Miguel A. Núñez Jr.,18071964,15600000,1.15845923076923
Christopher Simmons,13571817,15600000,0.869988269230769
Vivica A. Fox,13571817,15600000,0.869988269230769
Skeet Ulrich,1063723,1e+07,0.1063723
Elizabeth Mitchell,223723730,7.2e+07,3.10727402777778
Bruce Greenwood,266838709,1.8e+08,1.48243727222222
DJ Qualls,37047120,25500000,1.45282823529412
Lyle Lovett,28972187,1.3e+07,2.22862976923077
Eliza Dushku,29001971,18500000,1.56767410810811
Dean Winters,0,3e+06,0
Ashley Laurence,0,3e+06,0
Doug Bradley,0,3e+06,0
Mike Epps,86073387,6.5e+07,1.32420595384615
John Witherspoon,32983713,2e+07,1.64918565
Goldie Hawn,30306281,1e+07,3.0306281
Charlie Hunnam,112575829,2.37e+08,0.475003497890295
Annie Morgan,211724,1e+06,0.211724
Kathy Bates,310076913,1.68e+08,1.84569591071429
Denis Leary,556928092,2.65e+08,2.10161544150943
America Ferrera,114738882,5.2e+07,2.20651696153846
Ingrid Oliu,5844929,3e+06,1.94830966666667
Busta Rhymes,30259652,1.5e+07,2.01731013333333
Brad Loree,30259652,1.5e+07,2.01731013333333
Elizabeth Ammann,0,12000,0
Will Sexton,0,12000,0
Brian Stampfl,0,12000,0
Erika Christensen,57713625,7.5e+07,0.769515
Shiri Appleby,28992358,8500000,3.41086564705882
Jackie Sandler,23443124,3.4e+07,0.689503647058823
Matt Battaglia,15361537,1.3e+07,1.18165669230769
Barry Watson,56561884,33750000,1.67590767407407
Harland Williams,10198766,23500000,0.433990042553192
Michael Rosenbaum,10198766,1.2e+07,0.849897166666667
Maria Bello,352747836,393200000,0.897120640895219
Charles S. Dutton,40168080,8.1e+07,0.495902222222222
Polly Walker,0,5.5e+07,0
Talisa Soto,14294842,7e+07,0.204212028571429
Jimi Mistry,3034181,1.1e+07,0.275834636363636
Matthew Perry,114334176,121300000,0.942573586150041
Bruce Campbell,159076777,1.61e+08,0.98805451552795
Anthony Quinn,0,1.7e+07,0
Horatio Sanz,8586376,2e+07,0.4293188
Roselyn Sanchez,84723686,4.6e+07,1.84181926086957
Anna Paquin,22356355,43100000,0.518708932714617
Lili Taylor,5558396,2e+06,2.779198
Jay Mohr,8418008,1.15e+08,0.0732000695652174
Randy Quaid,4411102,1e+08,0.04411102
Craig Bierko,243051811,1.93e+08,1.25933580829016
Linda Halaska,0,1.5e+07,0
Phil Vischer,38273231,2.9e+07,1.3197665862069
Mike Nawrocki,38273231,2.9e+07,1.3197665862069
Tim Hodge,38273231,2.9e+07,1.3197665862069
Jean Reno,367758420,3.9e+08,0.942970307692308
LL Cool J,63008169,157500000,0.400051866666667
Mira Sorvino,14860738,20800000,0.714458557692308
Melora Walters,23947,2.4e+07,0.000997791666666667
Jason Lee,570483342,3.18e+08,1.79397277358491
Tom Green,13973532,2.5e+07,0.55894128
Leslie Mann,283402624,2.08e+08,1.36251261538462
Spencer Klein,13684949,3e+06,4.56164966666667
Francesca Marie Smith,13684949,3e+06,4.56164966666667
Jamil Walker Smith,13684949,3e+06,4.56164966666667
Timm Sharp,0,5e+06,0
Patrick Breen,0,5e+06,0
Steve Irwin,28399192,1.3e+07,2.18455323076923
Terri Irwin,28399192,1.3e+07,2.18455323076923
Magda Szubanski,28399192,1.3e+07,2.18455323076923
Dana Carvey,40363530,1.6e+07,2.522720625
Jennifer Esposito,40363530,2.4e+07,1.68181375
Harold Gould,40363530,1.6e+07,2.522720625
Diedrich Bader,53647104,5.5e+07,0.975401890909091
Candy Ford,16988996,3.5e+07,0.485399885714286
Tomas Arana,0,1.8e+07,0
Martin Donovan,55345672,6e+06,9.22427866666667
Angie Everhart,0,1e+06,0
Catalina Larranaga,0,1e+06,0
Daniel Baldwin,0,1e+06,0
Angela Bassett,220731643,42200000,5.23060765402844
Edie Falco,16720800,45965000,0.363772435548787
Alex Lewis,3064356,5600000,0.547206428571429
Nathan West,64371181,31800000,2.02425097484277
Ashley Tesoro,0,3800000,0
Sarah Jessica Parker,587075332,5.24e+08,1.12037277099237
Harry Connick Jr.,149666930,7.9e+07,1.89451810126582
Uma Thurman,255166938,2.08e+08,1.226764125
David Carradine,136674356,8e+07,1.70842945
Daryl Hannah,70600090,3e+07,2.35333633333333
Alison Lohman,102864365,6.6e+07,1.55855098484848
Albert Brooks,436698745,1.79e+08,2.43965779329609
Ellen DeGeneres,380838870,9.4e+07,4.05147734042553
Alexander Gould,380838870,9.4e+07,4.05147734042553
Bill Murray,206337968,270700000,0.762238522349464
Bruce Dern,92264887,9.9e+07,0.931968555555556
Rachel Weisz,624837173,6.99e+08,0.893901535050072
Peter Dinklage,7094017,33500000,0.211761701492537
Bobby Cannavale,5963318,5e+05,11.926636
Ken Watanabe,373465202,3.75e+08,0.995907205333333
Billy Connolly,427588228,4.43e+08,0.965210446952596
Paul Bettany,279607399,3.86e+08,0.7243715
Billy Boyd,93926386,1.5e+08,0.626175906666667
Albert Finney,87881321,1.41e+08,0.623271780141844
Ben Kingsley,267032664,6.06e+08,0.44064796039604
Orlando Bloom,1554953345,1.333e+09,1.16650663540885
Elias McConnell,1227000,3e+06,0.409
Alex Frost,34080640,4.3e+07,0.792573023255814
Eric Deulen,1227000,3e+06,0.409
Heather Locklear,53169965,4.5e+07,1.18155477777778
Vincent Gallo,1242434,2e+07,0.0621217
Cheryl Tiegs,365734,1e+07,0.0365734
Monica Bellucci,94622686,2.27e+08,0.416840026431718
Eric Bana,505868457,6.73e+08,0.751661897473997
Sam Elliott,315822096,3.63e+08,0.87003332231405
Joan Cusack,670658365,5.45e+08,1.23056580733945
Gabrielle Union,362756843,2.95e+08,1.22968421355932
Lindsay Lohan,335017066,1.78e+08,1.88211834831461
Mark Harmon,122411952,4.9e+07,2.49820310204082
Stephen Lang,12870569,5.6e+07,0.229831589285714
Peta Wilson,66462600,7.8e+07,0.852084615384615
Sean Astin,38990658,31800000,1.22612132075472
Holly Hunter,291768018,146500000,1.9915905665529
Nikki Reed,4744567,18500000,0.256463081081081
Malcolm McDowell,96226231,6e+07,1.60377051666667
Diego Luna,151995670,9.7e+07,1.56696567010309
Debra Winger,77870039,3.5e+07,2.22485825714286
Bridget Moynahan,307353500,2.05e+08,1.49928536585366
Amanda Bynes,139781689,64500000,2.16715796899225
Colin Firth,207759751,284100000,0.731290922210489
Kelly Preston,125044693,1.05e+08,1.19090183809524
Jessica Alba,415655682,449850000,0.923987289096365
Hugh Dancy,73033803,4.7e+07,1.55391070212766
Chris Barrie,65653758,9.5e+07,0.691092189473684
Tommy Wiseau,0,6e+06,0
Juliette Danielle,0,6e+06,0
Greg Sestero,0,6e+06,0
Jeremy Suarez,170658496,256325927,0.665787101591171
Rick Moranis,170658496,2.56e+08,0.66663475
Raoul Bova,123882604,7.8e+07,1.58823851282051
Sandra Oh,44609470,18950000,2.3540617414248
Oliver Platt,8753636,6e+05,14.5893933333333
Clive Owen,339678592,4.64e+08,0.732065931034483
Linus Roache,4426297,3.5e+07,0.126465628571429
Paul Schneider,6516326,14500000,0.449401793103448
Bonnie Hunt,221184076,1e+08,2.21184076
Hilary Duff,343123899,1.97e+08,1.74174568020305
Wes Ramsey,1639878,1700000,0.964634117647059
Steve Sandvoss,1639878,1700000,0.964634117647059
Alyson Hannigan,201447361,9.5e+07,2.12049853684211
Bernie Mac,201063349,118200000,1.70104356175973
Lauren Graham,164606958,2.13e+08,0.77280261971831
Robert Downey Jr.,3276158948,1896500000,1.727476376483
Ashton Kutcher,671138420,5.99e+08,1.12043141903172
Christian Kane,57190885,29500000,1.93867406779661
Shia LaBeouf,1831993628,1029700000,1.77915279013305
Jonathan Caouette,1184028,436,2715.66055045872
Renee Leblanc,1184028,436,2715.66055045872
Adolph Davis,1184028,436,2715.66055045872
Corbin Allred,1310270,780000,1.67983333333333
Alexander Polinsky,1310270,780000,1.67983333333333
Kirby Heyborne,1310270,780000,1.67983333333333
Jennifer Garner,699100520,438500000,1.59429993158495
David Paymer,14208384,3e+07,0.4736128
Jeremy Sumpter,96835700,2e+08,0.4841785
Eva Mendes,524207113,525500000,0.997539701236917
Charlie Sheen,142014371,6.8e+07,2.08844663235294
Regina Hall,340045256,150500000,2.25943691694352
Lori Johnston,17040711,1.3e+07,1.31082392307692
Lewis Abernathy,17040711,1.3e+07,1.31082392307692
Ben Stiller,2607481678,1.754e+09,1.48659160661346
Eileen Essell,9652000,4e+07,0.2413
James Caan,173585169,5.7e+07,3.04535384210526
Bob Newhart,173381405,3.3e+07,5.25398196969697
Jon Favreau,259096878,1.23e+08,2.10647868292683
Romeo Miller,60445280,5e+07,1.2089056
Liam Neeson,749133586,1091500000,0.68633402290426
Howard Hall,0,1e+07,0
Michele Hall,0,1e+07,0
Adam Brody,220736140,1.46e+08,1.51189136986301
Mike Vogel,88247233,2.5e+07,3.52988932
John Fiedler,23073611,3.5e+07,0.659246028571429
Crispin Glover,120757445,2.02e+08,0.597809133663366
R. Lee Ermey,6852144,2.2e+07,0.311461090909091
Macaulay Culkin,296665,5e+06,0.059333
Wilson Cruz,296665,5e+06,0.059333
Larenz Tate,47501391,3.6e+07,1.31948308333333
Mark Dacascos,34604054,3e+07,1.15346846666667
Chaney Kley,32131483,1.1e+07,2.92104390909091
Emma Caulfield,32131483,1.1e+07,2.92104390909091
Antony Burrows,32131483,1.1e+07,2.92104390909091
Paul Rudd,941401457,554250000,1.6985141308074
Gretchen Mol,3553797,4e+06,0.88844925
Adam Lamberg,42672630,1.7e+07,2.51015470588235
Clayton Snyder,42672630,1.7e+07,2.51015470588235
Duel Farnes,1420578,1900000,0.747672631578947
Nick Nolte,46827948,61900000,0.756509660743134
Anthony Edwards,1513478,6900000,0.219344637681159
Cal Robertson,7221,20000,0.36105
Andre Keuck,7221,20000,0.36105
Serataren Adragna,7221,20000,0.36105
Brenda Fricker,3139836,3.4e+07,0.0923481176470588
Estella Warren,66734992,6e+07,1.11224986666667
Jennifer Tilly,159891413,2.25e+08,0.710628502222222
Blanchard Ryan,61001764,1e+06,61.001764
Daniel Travis,61001764,1e+06,61.001764
Saul Stein,61001764,1e+06,61.001764
Yun-Fat Chow,33446499,1.87e+08,0.17885828342246
Jaime King,23071840,7.4e+07,0.311781621621622
Derek Richardson,26096584,1.9e+07,1.37350442105263
Eric Christian Olsen,43327875,3.9e+07,1.11097115384615
Jenna Elfman,20950820,8e+07,0.26188525
Lawrence Taylor,0,1.7e+07,0
Lloyd Battista,0,1.7e+07,0
Justin Bartha,676283244,3.25e+08,2.08087152
Queen Latifah,397950533,2.06e+08,1.9317987038835
Elden Henson,279282,1e+06,0.279282
Eduardo Verástegui,93380921,36600000,2.55139128415301
Elaine Hendrix,10941801,1.2e+07,0.91181675
Tony Martin,0,1.2e+07,0
Jeff Garlin,327955670,2.4e+08,1.36648195833333
Mandy Moore,334896615,370200000,0.904636993517018
Trent Ford,28217036,3.2e+07,0.881782375
Dylan Baker,28217036,3.4e+07,0.829912823529412
Lynn Whitfield,101019752,41200000,2.45193572815534
Jodi Carlisle,39399750,2.5e+07,1.57599
Lacey Chabert,55809334,3.5e+07,1.5945524
Rhona Mitra,94545129,1e+08,0.94545129
David Sutcliffe,65007,1600000,0.040629375
Lorenzo Lamas,0,1500000,0
Jennifer Kroll,0,3200000,0
Jason Scott Lee,0,6400000,0
Craig Sheffer,0,3200000,0
Jonathan Cherry,20398708,1.4e+07,1.45705057142857
Tyron Leitso,20398708,1.4e+07,1.45705057142857
Clint Howard,20398708,1.4e+07,1.45705057142857
Jasper Bel,0,1500,0
Cassidy Field,0,1500,0
Jason Jacen,0,1500,0
Lance Henriksen,80281096,67500000,1.18934957037037
Andy Richter,15817175,1.4e+07,1.12979821428571
Janine Eser,0,7e+06,0
John Lynch,651365,7e+06,0.0930521428571429
Benjamin Fletcher,3713002,8e+06,0.46412525
Nicole Frilot,3713002,8e+06,0.46412525
Roxanne Frilot,3713002,8e+06,0.46412525
Jason Michas,0,10400000,0
Andrew Francis,0,10400000,0
Scott McNeil,0,10400000,0
Christina Milian,41015636,4e+07,1.0253909
Alexandra Breckenridge,0,20000,0
Shanti Lowry,0,20000,0
Tammy Lynn Michaels,0,20000,0
Richard Benjamin,1646664,2e+07,0.0823332
Mary Steenburgen,385295174,193500000,1.99118952971576
Claire Danes,58777456,1.12e+08,0.524798714285714
Lee Evans,22108977,4.1e+07,0.539243341463415
Kristin Dattilo,0,4700000,0
Clayton Rohner,0,4700000,0
Michael Lowry,0,4700000,0
Julia Ormond,7516914,19500000,0.385482769230769
Kelly Clarkson,4922166,1.2e+07,0.4101805
Justin Guarini,4922166,1.2e+07,0.4101805
Katherine Bailess,4922166,1.2e+07,0.4101805
Minnie Driver,14710849,1.2e+07,1.22590408333333
Dean Cochran,0,5e+05,0
Alan Austin,0,5e+05,0
Eli Danker,0,5e+05,0
C. Thomas Howell,0,3500000,0
Julie Delpy,13907329,5700000,2.43988228070175
Vernon Dobtcheff,5792822,2700000,2.14548962962963
Gena Rowlands,1019911,3.1e+07,0.0329003548387097
James Garner,64286,2.9e+07,0.00221675862068966
Jennifer Love Hewitt,103791903,3.5e+07,2.96548294285714
Thomas Haden Church,340697829,1.14e+08,2.98857744736842
Virginia Madsen,232751792,1.2e+08,1.93959826666667
Emmy Rossum,298623894,3.55e+08,0.841194067605634
Michael Madsen,67174752,44800000,1.49943642857143
Christian Slater,29560383,178200000,0.165883181818182
Maia Morgenstern,499263,3e+07,0.0166421
George W. Bush,122184885,6950000,17.5805589928058
Diane Kruger,587771416,3.86e+08,1.52272387564767
Craig T. Nelson,261437578,9.2e+07,2.84171280434783
Julie Christie,103353212,5e+07,2.06706424
