name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,general_rating_user,contentRatingLevel,year,profit_ratio
The Horse Raised by Spheres ,7.3 based on 37 user ratings,2014-11-24,David O'Reilly,NA,NA,NA,NA,NA,NA,"Animation,Short,Comedy,Drama,Mystery",NA,USA,English,NA,NA,NA,3,Color,NA,7.3,37,NA,2014,NA
Wasteland ,7.3 based on 153 user ratings,2012-09-05,NA,NA,NA,2,9,NA,"oral-sex,urination,ass-to-mouth,shaved-vagina,squirt","Adult,Drama",NA,USA,English,NA,NA,NA,98,Color,NA,7.3,153,NA,2012,NA
Black Rock ,"4.7 based on 6,519 user ratings",2013-05-17,Katie Aselton,"Katie Aselton,Lake Bell,Kate Bosworth",46,47,95,NA,"hunter,bare-breasts,female-frontal-nudity,island,weekend","Horror,Thriller","Rated R for some strong violence, pervasive language, sexual references and brief graphic nudity",USA,English,NA,NA,NA,NA,Color,1.85:1,4.7,6519,R,2013,NA
A Coming Out Story ,6.6 based on 22 user ratings,2013-10-17,NA,NA,NA,1,NA,NA,NA,"Short,Comedy",NA,USA,English,NA,NA,NA,4,Color,NA,6.6,22,NA,2013,NA
Five Dances ,"7.2 based on 1,876 user ratings",2013-10-04,Alan Brown,"Ryan Steele,Reed Luplau,Catherine Miller",51,9,9,NA,"gay-couple,gay-sex,gay-love,man-dancing-with-man,gay","Drama,Music,Romance",NA,USA,English,NA,NA,NA,83,Color,1.78:1,7.2,1876,NA,2013,NA
Bigfoot: The Lost Coast Tapes ,"4.5 based on 1,824 user ratings",2012-10-26,Corey Grant,"Drew Rausch,Rich McDonald,Ashley Wood",NA,39,31,NA,bigfoot,"Horror,Mystery,Thriller",NA,USA,English,NA,NA,NA,90,NA,NA,4.5,1824,NA,2012,NA
The Waiting Room ,7.0 based on 660 user ratings,2014-04-29,Peter Nicks,NA,84,3,20,NA,"waiting-room,webisode,social-media,health-care,oakland-california",Documentary,NA,USA,English,NA,7086(USA),244092,81,Color,NA,7,660,NA,2014,NA
Love Sick Love ,5.0 based on 465 user ratings,2013-04-26,Christian Charles,"Lindsay Rose Binder,Jim Gaffigan,Dean Kapica",28,9,3,NA,"holiday,country-house,weekend,christmas,valentine%27s-day",Thriller,"Rated R for language, some sexual content and brief violence",USA,English,NA,NA,NA,83,Color,1.78:1/(highdefinition),5,465,R,2013,NA
Tooth Fairy 2 ,"4.0 based on 1,995 user ratings",2012-03-06,Alex Zamm,"Larry the Cable Guy,David Mackey,Erin Beute",NA,10,9,NA,NA,"Comedy,Family",Rated PG for some mild rude humor,USA,English,5e+06,NA,NA,NA,Color,NA,4,1995,PG,2012,NA
Requited ,5.0 based on 68 user ratings,2011-05-28,Sal Bardo,"Crystal Arnette,Sal Bardo,Chris Damon",NA,NA,3,NA,"wedding,best-friend,boyfriend-boyfriend-relationship,unrequited-love,hugging","Short,Drama,Romance",NA,USA,English,NA,NA,NA,20,Color,NA,5,68,NA,2011,NA
Cadaver ,7.1 based on 118 user ratings,2012-01-27,NA,NA,NA,NA,NA,NA,NA,"Animation,Short,Adventure,Drama,Romance",NA,USA,English,NA,NA,NA,8,Color,NA,7.1,118,NA,2012,NA
Static ,"5.4 based on 2,186 user ratings",2012-11-01,NA,NA,NA,26,32,NA,"home-invasion,sex,supernatural-power,flashback,guilt","Drama,Horror,Mystery,Thriller",NA,USA,English,NA,NA,NA,83,Color,NA,5.4,2186,NA,2012,NA
Mansome ,"5.4 based on 2,580 user ratings",2012-11-24,Morgan Spurlock,"Jason Bateman,Will Arnett,Morgan Spurlock",35,8,25,NA,NA,Documentary,Rated PG-13 for language and some crude material,USA,English,NA,18395(USA),18395,NA,Color,NA,5.4,2580,PG-13,2012,NA
Grassroots ,5.3 based on 928 user ratings,2012-11-09,Stephen Gyllenhaal,"Jason Biggs,Joel David Moore,Lauren Ambrose",41,3,31,NA,"campaigning,political-candidate,political-campaign,election-campaign","Comedy,Drama",Rated R for pervasive language and brief drug use,USA,English,NA,6497(USA),6497,98,Color,1.85:1,5.3,928,R,2012,NA
Crocodile in the Yangtze ,8.1 based on 86 user ratings,2012-04-12,NA,NA,NA,1,3,NA,NA,"Documentary,Biography",NA,"USA,China",English,NA,NA,NA,75,Color,NA,8.1,86,NA,2012,NA
Crave ,5.4 based on 940 user ratings,2013-12-06,Charles de Lauzirika,"Josh Lawson,Emma Lung,Ron Perlman",19,7,39,NA,"photographer,knocking-on-a-door,close-up-of-eye,pinwheel,syringe","Drama,Thriller",NA,USA,English,NA,NA,NA,NA,Color,2.35:1,5.4,940,NA,2013,NA
Mosquita y Mari ,6.1 based on 577 user ratings,2012-01-22,NA,NA,66,5,12,NA,"chicana,teenage-girl,best-friend,friendship-between-girls,new-neighbor",Drama,NA,USA,"Spanish,English",NA,NA,NA,NA,Color,NA,6.1,577,NA,2012,NA
The Battery ,"6.5 based on 6,187 user ratings",2013-06-04,NA,NA,NA,62,112,NA,"zombie-survival,independent-film,baseball-player,baseball,new-england","Adventure,Drama,Horror",NA,USA,English,6000,NA,NA,101,Color,2.35:1,6.5,6187,NA,2013,NA
The Naked Brand ,7.4 based on 126 user ratings,2013-04-17,NA,NA,NA,2,NA,NA,NA,"Documentary,History,News",NA,USA,English,NA,NA,NA,57,Color,NA,7.4,126,NA,2013,NA
Rosewood Lane ,"4.6 based on 2,649 user ratings",2012-07-05,Victor Salva,"Rose McGowan,Lin Shaye,Ray Wise",NA,33,33,NA,NA,"Horror,Thriller",Rated R for some violence,USA,English,NA,NA,NA,97,Color,2.35:1,4.6,2649,R,2012,NA
The Debt ,"6.9 based on 55,380 user ratings",2011-08-31,John Madden,"Helen Mirren,Sam Worthington,Tom Wilkinson",65,165,258,3,"east-berlin,nazi,mossad,nazi-war-criminal,kiev-ukraine","Drama,Thriller",Rated R for some violence and language,"USA,UK,Hungary,Israel","English,German,Russian",2e+07,9949109(USA),31146570,113,Color,2.35:1,6.9,55380,R,2011,1.5573285
ReGeneration ,7.0 based on 197 user ratings,2012-05-04,Phillip Montgomery,"Noam Chomsky,Ryan Gosling,Talib Kweli",NA,1,4,NA,"mixed-caps-in-title,one-word-title","Documentary,Action,Biography,Drama",NA,USA,English,NA,NA,NA,81,Color,NA,7,197,NA,2012,NA
Adam and Dog ,"6.9 based on 1,959 user ratings",2013-02-01,NA,NA,NA,8,12,NA,NA,"Animation,Short",NA,USA,None,NA,NA,NA,16,Color,NA,6.9,1959,NA,2013,NA
Hijacked ,"3.8 based on 3,307 user ratings",2012-12-11,Brandon Nutt,"Vinnie Jones,Rob Steinberg,Craig Fairbrass",NA,31,30,NA,"private-jet,die-hard-scenario,bomb-disposal,bomb,extortion","Action,Crime,Thriller","Rated R for violence, language and some sexuality",USA,English,NA,NA,NA,86,Color,NA,3.8,3307,R,2012,NA
Far Out Isn't Far Enough: The Tomi Ungerer Story ,7.7 based on 268 user ratings,2012-12-19,Brad Bernstein,"Tomi Ungerer,Maurice Sendak,Jules Feiffer",73,3,24,NA,NA,Documentary,NA,USA,"English,French",NA,3700(USA),33428,NA,Color,NA,7.7,268,NA,2012,NA
Bikini Spring Break ,"3.1 based on 1,457 user ratings",2012-06-26,Jared Cohn,"Rachel Alig,Virginia Petrucci,Samantha Stewart",NA,13,11,NA,"euphonium,female-nudity,bus,band,spring-break",Comedy,Rated R for sexual content/nudity and language throughout,USA,English,NA,NA,NA,87,Color,1.78:1,3.1,1457,R,2012,NA
Footloose ,"5.9 based on 37,150 user ratings",2011-10-14,Craig Brewer,"Kenny Wormald,Julianne Hough,Dennis Quaid",58,128,159,1,"teenager,small-town,dancing,cotton-mill,principal%27s-office","Comedy,Drama,Music,Romance","Rated PG-13 for some teen drug and alcohol use, sexual content, violence and language",USA,English,2.4e+07,15556113(USA),51780537,113,Color,2.35:1,5.9,37150,PG-13,2011,2.157522375
Memorial Day ,"6.1 based on 1,810 user ratings",2012-07-11,Samuel Fischer,"Jonathan Bennett,James Cromwell,John Cromwell",NA,22,9,NA,"grandparents,migraine,rosary,opa,insurgent","Action,Drama,History,War",Rated R for some war violence,USA,English,4200000,NA,NA,104,Color,1.78:1,6.1,1810,R,2012,NA
Spiders 3D ,"3.4 based on 3,225 user ratings",2013-02-21,Tibor Takács,"William Hope,Shelly Varod,Brian Hankey",NA,36,62,NA,"spider,subway,subway-tunnel,military,hummer","Horror,Sci-Fi,Thriller",Rated PG-13 for creature violence and disturbing images,USA,English,7e+06,NA,NA,89,Color,1.78:1,3.4,3225,PG-13,2013,NA
Rapture-Palooza ,"5.2 based on 9,090 user ratings",2013-06-13,Paul Middleditch,"Craig Robinson,Anna Kendrick,John Francis Daley",44,46,54,NA,"antichrist,apocalypse,rapture,end-of-the-world,biblical-prophecy","Comedy,Fantasy","Rated R for language including crude sexual references throughout, and for drug use",USA,English,2e+06,NA,NA,85,Color,NA,5.2,9090,R,2013,NA
"Inara, the Jungle Girl ",2.2 based on 645 user ratings,2012-01-27,NA,NA,NA,13,2,NA,"female-soldier,battle-of-the-sexes,female-warrior,amazon,character-name-in-title",Adventure,NA,USA,English,NA,NA,NA,71,Color,2.35:1,2.2,645,NA,2012,NA
Werewolf: The Beast Among Us ,"5.1 based on 4,796 user ratings",2012-10-09,Louis Morneau,"Ed Quinn,Guy Wilson,Stephen Rea",NA,35,61,NA,"doctor,full-moon,village,apprentice,gypsy","Action,Fantasy,Horror,Thriller",Rated R for bloody violence and grisly images throughout,USA,NA,5e+06,NA,NA,93,NA,1.78:1,5.1,4796,R,2012,NA
Margaret ,"6.5 based on 12,043 user ratings",2012-06-01,Kenneth Lonergan,"Anna Paquin,Matt Damon,Mark Ruffalo",61,119,116,4,"accident,bus,new-york-city,loss-of-virginity,virginity",Drama,"Rated R for strong language, sexuality, some drug use and disturbing images",USA,English,1.4e+07,7525(USA),46495,150,Color,1.85:1,6.5,12043,R,2012,0.00332107142857143
The Darkest Hour ,"4.9 based on 49,232 user ratings",2011-12-25,Chris Gorak,"Emile Hirsch,Olivia Thirlby,Max Minghella",16,211,194,3,"critically-bashed,alien,nightclub,aurora-borealis,killing-an-animal","Action,Adventure,Horror,Sci-Fi,Thriller",Rated PG-13 for sci-fi action violence and some language,USA,"English,Russian",3e+07,3000000(USA),21426805,89,Color,2.35:1,4.9,49232,PG-13,2011,0.714226833333333
The Last Push ,"5.5 based on 1,168 user ratings",2012-02-13,Eric Hayden,"Khary Payton,Lance Henriksen,Brian Baumgartner",NA,28,8,NA,NA,"Drama,Sci-Fi",NA,USA,English,NA,NA,NA,85,Color,NA,5.5,1168,NA,2012,NA
A Little Bit of Heaven ,"6.3 based on 22,626 user ratings",2012-05-04,Nicole Kassell,"Kate Hudson,Gael García Bernal,Kathy Bates",14,56,76,NA,"depiction-of-god,afterlife,humour,faith-in-god,car-bicycle-accident","Comedy,Drama,Fantasy,Romance","Rated PG-13 for sexual content, including crude references, and language",USA,English,NA,£443156(UK),10011,NA,Color,2.35:1,6.3,22626,PG-13,2012,NA
Dragon Eyes ,"4.5 based on 4,608 user ratings",2014-10-09,NA,NA,NA,34,35,NA,"fear,gang,mentor,corruption,police","Action,Crime,Drama,Thriller","Rated R for brutal violence, pervasive language, some sexuality/nudity and drug use",USA,English,3e+06,NA,NA,91,Color,2.35:1,4.5,4608,R,2014,NA
The Rum Diary ,"6.2 based on 86,610 user ratings",2011-10-28,Bruce Robinson,"Johnny Depp,Giovanni Ribisi,Aaron Eckhart",56,164,281,3,"caribbean,puerto-rico,american-abroad,based-on-novel,newspaper","Comedy,Drama","Rated R for language, brief drug use and sexuality",USA,"English,Spanish,German",4.5e+07,5135369(USA),13100042,120,Color,1.85:1,6.2,86610,R,2011,0.291112044444444
95ers: Echoes ,4.4 based on 876 user ratings,2013-02-14,Thomas Gomez Durham,"Alesandra Durham,Joel Bishop,Terence Goodman",NA,28,7,NA,"temporal-paradox,time-machine,time-loop,repeated-scene,aerial-combat","Sci-Fi,Thriller",NA,USA,English,750000,NA,NA,96,Color,NA,4.4,876,NA,2013,NA
Interior. Leather Bar. ,"5.2 based on 1,869 user ratings",2013-10-03,NA,NA,47,18,68,NA,"pubic-hair,male-pubic-hair,penis,male-nudity,male-frontal-nudity",Drama,NA,USA,English,NA,5218(USA),40862,60,Color,1.78:1,5.2,1869,NA,2013,NA
Saturday Morning Mystery ,4.4 based on 665 user ratings,2012-06-16,Spencer Parsons,"Jonny Mars,Josephine Decker,Adam Tate",NA,11,31,NA,NA,"Comedy,Horror","Rated R for bloody violence, some strong sexuality, nudity, drug use and pervasive language",USA,English,NA,NA,NA,83,Color,NA,4.4,665,R,2012,NA
The Story of Stuff ,7.6 based on 240 user ratings,2007-12-04,Louis Fox,NA,NA,NA,NA,NA,"consumption,stuff,economy,material,sustainable","Animation,Short",NA,USA,English,NA,NA,NA,21,Color,NA,7.6,240,NA,2007,NA
Conan the Barbarian ,"5.2 based on 82,412 user ratings",2011-08-19,Marcus Nispel,"Jason Momoa,Ron Perlman,Rose McGowan",36,316,313,1,"forging-a-sword,box-office-flop,warrior,mask,barbarian","Action,Adventure,Fantasy","Rated R for strong bloody violence, some sexuality and nudity",USA,English,7e+07,10021215(USA),21270904,113,Color,2.35:1,5.2,82412,R,2011,0.303870057142857
The Other Dream Team ,"8.4 based on 3,078 user ratings",2012-09-28,Marius A. Markevicius,"Sarunas Marciulionis,Arvydas Sabonis,Rimas Kurtinaitis",69,9,26,NA,"grateful-dead,lithuanian,basketball-team,basketball,olympics","Documentary,Sport",NA,"USA,Lithuania","English,Lithuanian",5e+05,19821(USA),133778,89,Color,NA,8.4,3078,NA,2012,0.267556
Revenge for Jolly! ,"4.6 based on 1,004 user ratings",2013-05-07,Chadd Harbold,"Brian Petsos,Kristen Wiig,Elijah Wood",NA,17,24,NA,"revenge,dead-woman,dead-man,violence,shootout","Comedy,Drama",Rated R for drug content and some sexual references,USA,English,NA,NA,NA,81,Color,2.35:1,4.6,1004,R,2013,NA
Love Free or Die ,7.2 based on 81 user ratings,2012-01-23,Macky Alston,NA,NA,2,7,NA,"bishop,gay,new-hampshire,priest,controversy",Documentary,NA,USA,English,NA,NA,NA,82,Color,NA,7.2,81,NA,2012,NA
2012: Science or Superstition ,5.2 based on 171 user ratings,2009-01-27,NA,NA,NA,4,6,NA,"year-2012,year-in-title,question-in-title,digit-in-title,2010s",Documentary,NA,USA,English,NA,NA,NA,NA,Color,1.33:1,5.2,171,NA,2009,NA
California Solo ,6.2 based on 884 user ratings,2012-01-25,Marshall Lewy,"Robert Carlyle,Alexia Rasmussen,Kathleen Wilhoite",62,10,37,NA,NA,Drama,NA,USA,English,2e+05,3412(USA),15368,94,Color,1.85:1,6.2,884,NA,2012,0.07684
Bill Burr: You People Are All the Same. ,"8.2 based on 2,613 user ratings",2012-08-16,NA,NA,NA,3,NA,NA,"audience,stand-up-comedy",Comedy,NA,USA,English,NA,NA,NA,69,Color,NA,8.2,2613,NA,2012,NA
Robot ,NA,2005-09-11,Matt Gamboa,"Eriq F. Prince,Gina Osborne",NA,NA,NA,NA,"mother-son-relationship,husband-wife-relationship,father-son-relationship,family-relationships,dysfunctional-family","Short,Comedy",NA,USA,English,NA,NA,NA,NA,Color,NA,NA,NA,NA,2005,NA
Nate & Margaret ,6.2 based on 452 user ratings,2012-06-03,Nathan Adloff,"Natalie West,Tyler Ross,Conor McCahill",62,12,22,NA,"comedian,stand-up-comedian,friendship,date,spinster","Comedy,Drama",NA,USA,English,NA,NA,NA,80,Color,NA,6.2,452,NA,2012,NA
The Perfect Family ,"5.7 based on 1,220 user ratings",2011-04-24,Anne Renton,"Kathleen Turner,Emily Deschanel,Jason Ritter",40,23,28,NA,"catholic,dinner,church,father-daughter-relationship,father-son-relationship","Comedy,Drama",Rated PG-13 for mature thematic material,USA,English,NA,14301(USA),107721,NA,Color,NA,5.7,1220,PG-13,2011,NA
The Perfect Family ,"5.7 based on 1,220 user ratings",2011-04-24,Anne Renton,"Kathleen Turner,Emily Deschanel,Jason Ritter",40,23,28,NA,"catholic,dinner,church,father-daughter-relationship,father-son-relationship","Comedy,Drama",Rated PG-13 for mature thematic material,USA,English,NA,14301(USA),107721,NA,Color,NA,5.7,1220,PG-13,2011,NA
Paradise Lost 3: Purgatory ,"8.1 based on 6,351 user ratings",2012-10-13,"Joe Berlinger,Bruce Sinofsky","Gary Gitchell,Todd Moore,Dana Moore",85,22,30,NA,"west-memphis-three,injustice,arkansas,murder-investigation,tattoo",Documentary,NA,USA,English,NA,NA,NA,121,Color,NA,8.1,6351,NA,2012,NA
Alaska Is a Drag ,4.6 based on 140 user ratings,2012-11-03,Shaz Bennett,"Martin L. Washington Jr.,Spencer Broschard,Barret Lewis",NA,NA,5,NA,"fish-cannery,self-defense,reference-to-bruce-lee,homophobia,reference-to-eartha-kitt","Short,Comedy,Drama,Fantasy",NA,USA,English,15000,NA,NA,14,Color,1.78:1,4.6,140,NA,2012,NA
Reel Evil ,3.5 based on 519 user ratings,2012-12-04,Danny Draven,"Jessica Morris,Kaiwi Lyman-Mersereau,Jeff Adler",NA,12,14,NA,"filmmaker,doctor,blood,two-word-title,murder",Horror,NA,USA,English,NA,NA,NA,78,Color,NA,3.5,519,NA,2012,NA
Evidence ,"5.1 based on 3,523 user ratings",2012-09-27,Howie Askins,"Ryan McCoy,Brett Rosenberg,Ashley Bracken",NA,44,37,NA,"camping,boyfriend-girlfriend-relationship,camping-in-the-wilderness,mockumentary,hand-camera","Horror,Mystery,Sci-Fi,Thriller",NA,USA,English,12464,NA,NA,NA,Color,NA,5.1,3523,NA,2012,NA
Now You See Me ,"7.3 based on 446,480 user ratings",2013-05-31,Louis Leterrier,"Jesse Eisenberg,Common,Mark Ruffalo",50,629,384,129,"magician,heist,bank,fbi,interpol","Crime,Mystery,Thriller","Rated PG-13 for language, some action and sexual content","France,USA","English,French",7.5e+07,29254674(USA),117698894,115,Color,2.35:1,7.3,446480,PG-13,2013,1.56931858666667
Coherence ,"7.2 based on 53,712 user ratings",2014-08-06,James Ward Byrkit,"Emily Baldoni,Maury Sterling,Nicholas Brendon",65,129,182,1,"parallel-universe,quantum-physics,comet,dinner-party,alternate-reality","Sci-Fi,Thriller",NA,"USA,UK",English,NA,17000(USA),68877,89,Color,2.35:1,7.2,53712,NA,2014,NA
Frozen ,"7.6 based on 420,763 user ratings",2013-11-27,"Chris Buck,Jennifer Lee","Kristen Bell,Idina Menzel,Jonathan Groff",74,904,406,272,"snowman,sister-love,sister-sister-relationship,magic,snow","Animation,Adventure,Comedy,Family,Fantasy,Musical",Rated PG for some action and mild rude humor,USA,"English,Icelandic",1.5e+08,67391326(USA),400736600,102,Color,2.24:1,7.6,420763,PG,2013,2.67157733333333
Her ,"8.0 based on 354,143 user ratings",2014-01-10,Spike Jonze,"Joaquin Phoenix,Amy Adams,Scarlett Johansson",90,748,574,519,"loneliness,future,female-frontal-nudity,operating-system,divorce","Drama,Romance,Sci-Fi","Rated R for language, sexual content and brief graphic nudity",USA,English,2.3e+07,260382(USA),25556065,126,Color,1.85:1,8,354143,R,2014,1.11113326086957
The Conjuring ,"7.5 based on 299,043 user ratings",2013-07-19,James Wan,"Patrick Wilson,Vera Farmiga,Ron Livingston",68,807,510,182,"based-on-true-story,supernatural-power,paranormal-investigator,farmhouse,rhode-island","Horror,Mystery,Thriller",Rated R for sequences of disturbing violence and terror,USA,"English,Latin",2e+07,41855326(USA),137387272,112,Color,2.35:1,7.5,299043,R,2013,6.8693636
The Purge ,"5.6 based on 138,475 user ratings",2013-06-07,James DeMonaco,"Ethan Hawke,Lena Headey,Max Burkholder",41,577,360,189,"violence,one-night,killing-spree,class-differences,suburb","Horror,Sci-Fi,Thriller",Rated R for strong disturbing violence and some language,"USA,France",English,3e+06,34058360(USA),64423650,85,Color,2.35:1,5.6,138475,R,2013,21.47455
The Secret Life of Walter Mitty ,"7.3 based on 235,980 user ratings",2013-12-25,Ben Stiller,"Ben Stiller,Kristen Wiig,Jon Daly",54,515,362,240,"life-magazine,magazine,photographer,daydream,snow-leopard","Adventure,Comedy,Drama,Fantasy,Romance","Rated PG for some crude comments, language and action violence","USA,UK,Canada,Australia","English,Spanish,Icelandic",9e+07,13000000(USA),58229120,114,Color,2.35:1,7.3,235980,PG,2013,0.646990222222222
The Croods ,"7.3 based on 150,330 user ratings",2013-03-22,"Kirk De Micco,Chris Sanders","Nicolas Cage,Ryan Reynolds,Emma Stone",55,195,257,1,"cave,caveman,survival,journey,strict-father","Animation,Adventure,Comedy,Family,Fantasy",Rated PG for some scary action,USA,English,1.35e+08,43639736(USA),187165546,98,Color,2.35:1,7.3,150330,PG,2013,1.38641145185185
Begin Again ,"7.4 based on 99,053 user ratings",2014-07-11,John Carney,"Keira Knightley,Mark Ruffalo,Adam Levine",62,181,283,681,"manhattan-new-york-city,new-york-city,record-label,song,singer","Drama,Music",Rated R for language,USA,English,8e+06,134064(USA),16168741,104,Color,1.85:1,7.4,99053,R,2014,2.021092625
Pacific Rim ,"7.0 based on 380,475 user ratings",2013-07-12,Guillermo del Toro,"Idris Elba,Charlie Hunnam,Rinko Kikuchi",64,1107,575,389,"kaiju,pilot,portal,robot,giant-monster","Action,Adventure,Sci-Fi","Rated PG-13 for sequences of intense sci-fi action and violence throughout, and brief language",USA,"English,Japanese,Cantonese,Mandarin",1.9e+08,37285325(USA),101785482,131,Color,1.85:1,7,380475,PG-13,2013,0.535713063157895
The Great Gatsby ,"7.3 based on 362,201 user ratings",2013-05-10,Baz Luhrmann,"Leonardo DiCaprio,Carey Mulligan,Joel Edgerton",55,752,488,475,"tragedy,party,mansion,ingratitude,title-appears-in-writing","Drama,Romance","Rated PG-13 for some violent images, sexual content, smoking, partying and brief language","Australia,USA",English,1.05e+08,50085184(USA),144812796,143,Color,2.35:1,7.3,362201,PG-13,2013,1.37916948571429
Despicable Me 2 ,"7.5 based on 286,274 user ratings",2013-07-03,"Pierre Coffin,Chris Renaud","Steve Carell,Kristen Wiig,Benjamin Bratt",62,285,306,1,"minion,woman-agent,overprotective-father,dating,undercover-spy","Animation,Comedy,Family,Sci-Fi",Rated PG for rude humor and mild action,USA,"English,Ukrainian",7.6e+07,83517315(USA),368049635,98,Color,1.85:1,7.5,286274,PG,2013,4.84275835526316
